Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,50.4823914145857,50.4677437812742,50.4517507052703,50.4328148666279,50.4136725863347,50.3960216510418,50.3778515208719,50.3588467048825,50.3414542353932,50.3267174198497,50.3122866541221,50.2976521676334,50.2838131862871,50.2697794291871,50.2546448585597,50.2340016045408,50.2209937174091,50.2137187150126,50.202394398757,50.192706886621,50.1838281547597,50.1767151618864,50.1701877411209,50.162854303004
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Upper middle income,UMC,49.6248659622965,49.6207648503532,49.6189497727909,49.6160380803383,49.6119803904747,49.6082665304234,49.6048790606296,49.6018740554627,49.6001462379122,49.5990656967576,49.5987995546001,49.5997351970369,49.600771027782,49.602974384091,49.6056197863324,49.6085438980965,49.6168297727837,49.629753687393,49.6430975331105,49.6578772190364,49.6783194054172,49.7045443409646,49.724536782742,49.7465550746749
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,World,WLD,49.7285191511758,49.722304759087,49.7189655561315,49.7160305460904,49.7133703563719,49.7102601437654,49.7056882509762,49.6998310854238,49.6948233494291,49.6918525297498,49.6906739355319,49.6883657867171,49.6845239397068,49.6814304866494,49.6786938326887,49.675983139721,49.6764844853263,49.6802354792975,49.6851819601684,49.6924174911969,49.7057870706643,49.7226821607334,49.7353630593391,49.7474716695781
"Population, female",SP.POP.TOTL.FE.IN,Afghanistan,AFG,9727541,9793166,10438055,11247647,11690825,12109086,12614497,12835340,13088192,13557331,13949295,14468875,15067373,15594637,16172321,16682054,17115346,17614722,18136922,18679089,19279930,19844584,20362329,20920159
"Population, female",SP.POP.TOTL.FE.IN,Albania,ALB,1557540,1543533,1538490,1531532,1523393,1513578,1501918,1488396,1474838,1462978,1454108,1449024,1445914,1442931,1439863,1435812,1433925,1433238,1430495,1425364,1418585,1407212,1392115,1378159
"Population, female",SP.POP.TOTL.FE.IN,Algeria,DZA,15076418,15288132,15497822,15709725,15932047,16150274,16384158,16653361,16941031,17249096,17573708,17911362,18264572,18629532,19004433,19390923,19783015,20175233,20564404,20948465,21318767,21680725,22040987,22389320
"Population, female",SP.POP.TOTL.FE.IN,American Samoa,ASM,28572,28649,28608,28521,28392,28230,28044,27842,27626,27406,27189,26951,26678,26369,26017,25629,25208,24762,24290,23786,23268,22746,22399,22230
"Population, female",SP.POP.TOTL.FE.IN,Andorra,AND,31812,32669,34076,35478,36852,38147,38392,37633,36864,36065,35212,34895,35127,35324,35473,35557,35913,36456,36943,37502,38084,38673,39038,39185
"Population, female",SP.POP.TOTL.FE.IN,Angola,AGO,8339311,8619083,8912191,9219638,9545020,9886765,10244381,10620174,11013001,11422969,11853530,12303450,12770743,13252938,13746371,14248799,14764575,15293335,15828040,16370553,16910989,17452283,17998220,18548657
"Population, female",SP.POP.TOTL.FE.IN,Antigua and Barbuda,ATG,39748,40383,40894,41329,41753,42209,42715,43270,43883,44522,45097,45588,46022,46401,46748,47087,47388,47658,47910,48156,48428,48709,48981,49246
"Population, female",SP.POP.TOTL.FE.IN,Argentina,ARG,18790028,18996369,19201347,19398462,19591796,19791355,19992747,20190731,20387718,20588982,20633966,20865767,21099001,21332490,21562981,21791541,22019065,22244116,22467488,22689693,22911069,23130548,23345532,23555389
"Population, female",SP.POP.TOTL.FE.IN,Armenia,ARM,1672231,1656074,1644189,1636478,1629805,1623111,1615571,1607400,1599812,1593247,1587223,1581404,1576538,1572193,1568781,1565465,1561467,1556899,1551563,1545834,1540097,1534475,1530390,1528880
"Population, female",SP.POP.TOTL.FE.IN,Aruba,ABW,46269,47178,47831,48374,48877,49414,50016,50636,51272,51919,52484,52980,53480,53953,54403,54828,55224,55591,55935,56254,56373,56330,56272,56225
"Population, female",SP.POP.TOTL.FE.IN,Australia,AUS,9585767,9711085,9821222,9933517,10038538,10158934,10292899,10475417,10678307,10894107,11064202,11220985,11420547,11623605,11807077,11988344,12185645,12392713,12581035,12766991,12921360,12934659,13096996,13409588
"Population, female",SP.POP.TOTL.FE.IN,Austria,AUT,4136746,4147958,4163296,4180186,4203243,4228220,4246451,4259257,4271832,4281722,4290783,4303100,4319072,4340305,4368440,4406154,4444108,4472047,4492714,4511982,4529542,4548093,4590312,4634336
"Population, female",SP.POP.TOTL.FE.IN,Azerbaijan,AZE,4179613,4206436,4232123,4258445,4288067,4322172,4359694,4398946,4481467,4567635,4617522,4673150,4730889,4787835,4843397,4897308,4949205,4995509,5036324,5076093,5110146,5135000,5137643,5121381
"Population, female",SP.POP.TOTL.FE.IN,"Bahamas, The",BHS,166136,168662,171053,173516,176046,178628,181302,184090,186970,189903,192834,195497,197810,199843,201821,203844,205736,207529,209250,210821,211965,212878,214167,215761
"Population, female",SP.POP.TOTL.FE.IN,Bahrain,BHR,291872,299108,305882,316143,334293,356731,379474,402471,425579,448332,459645,458268,459516,474410,500430,520442,532635,544637,555346,560779,557039,554616,560034,566890
"Population, female",SP.POP.TOTL.FE.IN,Bangladesh,BGD,63309967,64587346,65885157,67154861,68397392,69574712,70599279,71536401,72384496,73217854,74177517,75175322,76192087,77243140,78287731,79294197,80325176,81371533,82369393,83352043,84357236,85358163,86327159,87282086
"Population, female",SP.POP.TOTL.FE.IN,Barbados,BRB,137797,138220,138845,139459,140061,140649,141234,141849,142532,143198,143669,143988,144282,144561,144824,145073,145315,145542,145752,145957,146165,146366,146550,146710
"Population, female",SP.POP.TOTL.FE.IN,Belarus,BLR,5330773,5305393,5273950,5240024,5207144,5174635,5145919,5124332,5108481,5098294,5090285,5082430,5077517,5076616,5080019,5087057,5091613,5086699,5077117,5069468,5052036,5014609,4979107,4955200
"Population, female",SP.POP.TOTL.FE.IN,Belgium,BEL,5238286,5255887,5278890,5300080,5322057,5350390,5384595,5422833,5464009,5506057,5554185,5624101,5655983,5679319,5700881,5729707,5754446,5772621,5794664,5821746,5842749,5863808,5911748,5978050
"Population, female",SP.POP.TOTL.FE.IN,Belize,BLZ,118866,122772,126827,130958,135162,139428,143749,148119,152520,156923,160877,164408,167988,171620,175274,178905,182514,186106,189707,193151,196111,198800,201525,204364
"Population, female",SP.POP.TOTL.FE.IN,Benin,BEN,3529498,3635278,3743597,3855563,3971305,4098638,4225023,4345111,4472279,4603557,4738442,4876973,5018490,5163111,5313453,5469779,5630820,5796573,5965949,6138319,6312347,6487184,6663569,6842109
"Population, female",SP.POP.TOTL.FE.IN,Bermuda,BMU,31707,32069,32287,32493,32698,32914,33115,33320,33533,33716,33451,33166,33286,33395,33469,33515,33186,32880,32943,32985,33021,33004,32950,32904
"Population, female",SP.POP.TOTL.FE.IN,Bhutan,BTN,281372,287339,293189,298916,304548,309765,314269,318380,322355,326213,329998,333752,337498,341210,344791,348088,351127,354282,357467,360356,363099,365818,368525,371228
"Population, female",SP.POP.TOTL.FE.IN,Bolivia,BOL,4252810,4327765,4405377,4484341,4564350,4645403,4728586,4813399,4898788,4984968,5071897,5159435,5247336,5335470,5423617,5511477,5599297,5686999,5774185,5860919,5943886,6020925,6097747,6182488
"Population, female",SP.POP.TOTL.FE.IN,Bosnia and Herzegovina,BIH,2140676,2148452,2149630,2141631,2120890,2096405,2078331,2052735,2019566,1985936,1951825,1916984,1881866,1851910,1825837,1799407,1774917,1752004,1729892,1708207,1685553,1660775,1641713,1630487
"Population, female",SP.POP.TOTL.FE.IN,Botswana,BWA,889044,905932,921914,937127,952562,968750,985889,1004059,1023285,1043322,1064032,1084868,1105424,1126330,1147988,1170371,1193829,1218333,1242730,1266499,1289694,1310688,1331489,1353690
"Population, female",SP.POP.TOTL.FE.IN,Brazil,BRA,88749390,89978663,91173105,92310671,93418462,94515633,95583318,96616434,97612571,98581682,99546667,100509285,101450818,102366379,103274465,104179515,105065188,105937948,106812144,107663080,108417015,109034931,109580471,110181331
"Population, female",SP.POP.TOTL.FE.IN,British Virgin Islands,VGB,9777,10069,10437,10849,11277,11724,12190,12679,13197,13714,14001,14238,14506,14641,14826,15063,15287,15482,15653,15825,16010,16146,16242,16340
"Population, female",SP.POP.TOTL.FE.IN,Brunei Darussalam,BRN,158010,161470,164895,168286,171603,174832,177979,181055,184074,187059,190046,192834,195401,197935,200411,202801,205084,207238,209257,211173,213048,214922,216797,218629
"Population, female",SP.POP.TOTL.FE.IN,Bulgaria,BGR,4233564,4151243,4062190,4029614,3998634,3967621,3936002,3904900,3874850,3847057,3819078,3792364,3768443,3745957,3723787,3699155,3672681,3645616,3618547,3592085,3570641,3542329,3329964,3311961
"Population, female",SP.POP.TOTL.FE.IN,Burkina Faso,BFA,6031953,6210869,6396427,6589269,6790360,6999405,7215087,7433720,7655083,7882660,8117350,8361047,8615632,8875716,9140912,9412600,9688281,9965204,10241740,10520378,10804024,11089986,11374607,11662740
"Population, female",SP.POP.TOTL.FE.IN,Burundi,BDI,3202178,3282043,3374234,3480322,3609997,3743946,3878308,4020991,4187327,4402636,4610573,4774277,4943284,5119502,5291412,5407378,5495462,5621203,5789861,5980560,6153627,6319427,6488650,6663239
"Population, female",SP.POP.TOTL.FE.IN,Cabo Verde,CPV,235732,238957,241967,244781,247428,249955,252389,254737,256967,259039,261618,264908,268138,271223,274372,277489,280659,283971,287116,290056,292895,295580,298239,301036
"Population, female",SP.POP.TOTL.FE.IN,Cambodia,KHM,6162331,6269097,6378217,6488659,6600114,6711926,6824167,6939365,7050210,7154373,7258651,7364277,7471081,7578172,7684470,7788391,7892686,7996341,8094239,8186482,8281334,8376956,8468316,8560264
"Population, female",SP.POP.TOTL.FE.IN,Cameroon,CMR,7602707,7803427,8013386,8232772,8459566,8691569,8928603,9177878,9439512,9709582,9987915,10272225,10562805,10861379,11193372,11548794,11896708,12235344,12575513,12926852,13280460,13634397,13992014,14357596
"Population, female",SP.POP.TOTL.FE.IN,Canada,CAN,15492171,15654811,15821528,15963194,16111457,16262602,16427049,16588278,16770088,16963269,17152771,17318359,17500563,17679048,17853585,17989314,18192885,18406833,18663335,18929706,19132565,19237693,19587848,20168593
"Population, female",SP.POP.TOTL.FE.IN,Cayman Islands,CYM,20191,20878,21567,22258,22964,23681,24400,25123,25849,26569,27277,27924,28512,29100,29706,30339,30984,31627,32258,32849,33370,33738,34036,34367
"Population, female",SP.POP.TOTL.FE.IN,Central African Republic,CAF,1868390,1912220,1956147,2004444,2048743,2095704,2138644,2179485,2225544,2274463,2322555,2358829,2379753,2394914,2394233,2405515,2448502,2495603,2545524,2603472,2670940,2728875,2790791,2872985
"Population, female",SP.POP.TOTL.FE.IN,Chad,TCD,4147546,4284862,4431767,4607685,4813244,5005974,5183320,5359155,5544390,5740238,5936573,6145281,6361207,6589646,6827550,7047152,7270988,7515149,7772311,8032044,8289666,8556210,8827313,9104070
"Population, female",SP.POP.TOTL.FE.IN,Channel Islands,CHI,74886,75196,75678,76193,76729,77271,77824,78402,78982,79568,80148,80566,80938,81480,81996,82592,83329,84025,84906,85807,86526,87239,87914,88549
"Population, female",SP.POP.TOTL.FE.IN,Chile,CHL,7724143,7812408,7899562,7984277,8065716,8146398,8227292,8308544,8392523,8479648,8566180,8651769,8736586,8821764,8911559,9004176,9111944,9254199,9420150,9589082,9720358,9818163,9874202,9887616
"Population, female",SP.POP.TOTL.FE.IN,China,CHN,617082063,621436557,625534993,629369651,633047012,636711861,640203444,643486317,646729218,649891191,652992671,656550787,661013974,665447390,669700351,673690703,677689913,682006802,685468978,688179990,690171848,691219627,691528501,691168325
"Population, female",SP.POP.TOTL.FE.IN,Colombia,COL,19745251,20068231,20387506,20699708,21004780,21300552,21586300,21863668,22128690,22387951,22648175,22903701,23149997,23387544,23617367,23847355,24107989,24477100,24945907,25408106,25791075,26101321,26298417,26416500
"Population, female",SP.POP.TOTL.FE.IN,Comoros,COM,270024,275663,281375,286981,292358,297762,303423,309235,315224,321463,327981,334786,341836,349095,356575,364283,372233,379781,386817,393860,401263,408923,416416,423943
"Population, female",SP.POP.TOTL.FE.IN,"Congo, Dem. Rep.",COD,24582226,25333610,26117751,26895414,27703894,28573264,29491075,30446631,31428249,32441587,33506062,34641217,35816345,37051204,38343735,39659606,41052552,42483740,43890310,45306478,46787187,48319268,49892177,51530330
"Population, female",SP.POP.TOTL.FE.IN,"Congo, Rep.",COG,1583527,1642642,1680249,1726060,1784261,1848198,1917479,1988080,2053874,2136899,2226558,2299164,2363092,2419983,2478001,2537273,2598046,2660503,2724474,2788979,2854622,2921372,2988624,3056928
"Population, female",SP.POP.TOTL.FE.IN,Costa Rica,CRI,1976587,2013719,2048540,2081709,2114018,2145820,2177342,2208704,2240104,2271211,2301231,2330459,2359193,2387107,2414032,2440173,2465916,2490983,2515262,2538156,2558483,2575216,2590119,2606939
"Population, female",SP.POP.TOTL.FE.IN,Cote d'Ivoire,CIV,8330187,8557174,8774649,8983181,9188308,9390312,9590427,9789603,9990049,10193879,10402077,10618615,10845584,11077831,11343487,11646213,11956537,12275633,12600637,12929424,13264169,13600535,13944972,14304003
"Population, female",SP.POP.TOTL.FE.IN,Croatia,HRV,2323582,2237696,2239090,2239534,2239699,2241921,2241554,2239962,2238522,2234777,2227947,2218341,2209615,2201417,2190210,2169815,2152392,2124310,2102981,2089106,2077963,1990335,1977699,1975280
"Population, female",SP.POP.TOTL.FE.IN,Cuba,CUB,5530949,5553672,5574743,5592995,5608307,5620997,5630486,5637238,5642613,5647821,5653239,5659068,5666230,5674433,5681712,5687872,5691556,5691861,5691084,5688414,5683880,5667114,5649497,5642765
"Population, female",SP.POP.TOTL.FE.IN,Curacao,CUW,71759,69297,69407,70881,72171,74107,76129,77748,78831,79445,80563,81834,82447,83143,84083,85063,85884,86109,83537,81416,80772,79361,78085,76927
"Population, female",SP.POP.TOTL.FE.IN,Cyprus,CYP,469782,478320,487231,496534,505947,515381,524816,534289,543817,553403,563093,571053,576891,582139,587186,592342,597688,603093,608241,613199,617605,621034,624713,628990
"Population, female",SP.POP.TOTL.FE.IN,Czechia,CZE,5262270,5239852,5225903,5220524,5218325,5221632,5231604,5258186,5297914,5323944,5335288,5343378,5349512,5350915,5355330,5363145,5370608,5382150,5397481,5416114,5428157,5331795,5414896,5511370
"Population, female",SP.POP.TOTL.FE.IN,Denmark,DNK,2700153,2708914,2716612,2723159,2729661,2736640,2744985,2756409,2771809,2785879,2797441,2808185,2817935,2828795,2842283,2861483,2882835,2900427,2913918,2923497,2931257,2943337,2966194,2988010
"Population, female",SP.POP.TOTL.FE.IN,Djibouti,DJI,373098,384784,396557,405154,411093,417325,425380,434536,443433,452579,461678,470557,479398,488225,497024,505777,514429,523091,531774,540367,548686,556667,564584,572630
"Population, female",SP.POP.TOTL.FE.IN,Dominica,DMA,34213,34093,34103,34147,34160,34154,34152,34145,34119,34089,34038,34025,34127,34077,34444,34863,34895,35104,35370,35755,36112,36373,36577,36758
"Population, female",SP.POP.TOTL.FE.IN,Dominican Republic,DOM,4217351,4271617,4330181,4393360,4455672,4517262,4577992,4638424,4700619,4765395,4831796,4898563,4965013,5030991,5096363,5160958,5224450,5286818,5348537,5409472,5472181,5535650,5594560,5649550
"Population, female",SP.POP.TOTL.FE.IN,Ecuador,ECU,6303121,6412962,6525796,6641367,6758388,6876511,6996611,7118765,7242204,7366263,7490733,7615672,7739326,7859194,7976779,8095675,8217460,8346245,8506021,8670974,8798448,8910903,9016398,9111966
"Population, female",SP.POP.TOTL.FE.IN,"Egypt, Arab Rep.",EGY,35234075,35958115,36706908,37471228,38236048,39003462,39776795,40568130,41378685,42205138,43076670,44030939,45030881,46092575,47193391,48251205,49274300,50273865,51250007,52189268,53107732,54001891,54865512,55728922
"Population, female",SP.POP.TOTL.FE.IN,El Salvador,SLV,3088675,3106305,3120812,3131771,3139645,3144476,3146720,3153993,3166854,3179191,3191359,3203792,3216582,3229694,3242771,3254990,3266614,3276963,3284064,3287678,3295300,3307476,3319856,3335102
"Population, female",SP.POP.TOTL.FE.IN,Equatorial Guinea,GNQ,339229,354582,370147,386013,402383,419580,437943,457682,478831,501277,524794,547455,569135,591454,614281,637482,660879,684340,707784,731149,751896,771091,790982,810713
"Population, female",SP.POP.TOTL.FE.IN,Eritrea,ERI,1224856,1259330,1301839,1354578,1409206,1443290,1467258,1490034,1529533,1568303,1599986,1629719,1652054,1673718,1687076,1695227,1707716,1723370,1747412,1773958,1802355,1834472,1866154,1898379
"Population, female",SP.POP.TOTL.FE.IN,Estonia,EST,745863,741392,737190,732979,728929,724912,720684,717490,715380,713461,711236,708523,705538,702454,699900,699505,698703,698113,698657,699471,699645,699703,708455,716878
"Population, female",SP.POP.TOTL.FE.IN,Eswatini,SWZ,533927,539728,544835,549165,552866,556082,559202,562588,564813,565573,566355,567504,569036,571047,573494,576287,579405,582740,586223,589812,594739,600441,605504,610772
"Population, female",SP.POP.TOTL.FE.IN,Ethiopia,ETH,33426506,34388876,35386878,36408151,37448428,38508936,39597926,40732253,41898913,43088296,44321299,45602329,46910795,48222340,49550412,50911434,52324690,53779101,55246462,56745161,58284361,59839622,61399749,62981355
"Population, female",SP.POP.TOTL.FE.IN,Faroe Islands,FRO,22047,22322,22572,22825,23088,23211,23217,23253,23282,23279,23271,23279,23307,23349,23414,23607,23930,24272,24596,24932,25285,25509,25608,25700
"Population, female",SP.POP.TOTL.FE.IN,Fiji,FJI,409203,413349,417373,421301,425195,429005,432765,436189,439316,442224,444728,446947,448921,450737,452426,453908,455142,456092,456721,457099,458543,460926,463626,466885
"Population, female",SP.POP.TOTL.FE.IN,Finland,FIN,2650014,2654524,2659321,2664085,2670673,2678879,2688216,2698445,2709160,2720488,2731578,2742748,2754338,2765437,2775371,2782828,2788369,2792461,2794292,2795813,2798488,2803508,2810712,2824316
"Population, female",SP.POP.TOTL.FE.IN,France,FRA,31370713,31606094,31843184,32074754,32317296,32568445,32802688,33013412,33205372,33382387,33553356,33722113,33890643,34069673,34233592,34359025,34452635,34554791,34680632,34801750,34900402,35006272,35123991,35242337
"Population, female",SP.POP.TOTL.FE.IN,French Polynesia,PYF,121308,123481,125623,127691,129683,131657,133606,135333,136653,137643,138535,139413,140215,141102,142192,143309,144350,145448,146645,147819,149048,150255,151485,152831
"Population, female",SP.POP.TOTL.FE.IN,Gabon,GAB,639553,655799,672655,690223,708643,728089,748769,770739,794007,818769,845284,873485,902939,933066,963066,992215,1020095,1046814,1072844,1098462,1123751,1148767,1173488,1197990
"Population, female",SP.POP.TOTL.FE.IN,"Gambia, The",GMB,728476,750278,772505,794881,817742,841681,866989,893545,921048,949504,978713,1008766,1039815,1071377,1103078,1134792,1166502,1198214,1229801,1261541,1293962,1326796,1359657,1393072
"Population, female",SP.POP.TOTL.FE.IN,Georgia,GEO,2180268,2148711,2131091,2115806,2099711,2083571,2069236,2055684,2046427,2025467,2007980,1989292,1972269,1964187,1964758,1969065,1971253,1972199,1971912,1969251,1971581,1964929,1967488,1993159
"Population, female",SP.POP.TOTL.FE.IN,Germany,DEU,42230577,42300074,42368228,42384876,42364698,42322242,42244938,42149394,42021256,41860223,41739548,40917407,40939379,40998376,41123008,41441710,41750423,41890094,42006470,42096607,42128351,42146923,42450429,42786740
"Population, female",SP.POP.TOTL.FE.IN,Ghana,GHA,9905777,10167572,10445597,10728320,11014041,11306552,11604406,11906554,12212794,12522583,12831981,13145044,13470314,13802693,14136988,14473575,14814792,15148680,15472613,15798612,16129086,16457496,16780756,17105458
"Population, female",SP.POP.TOTL.FE.IN,Gibraltar,GIB,13898,13931,14030,14220,14416,14628,14838,15043,15241,15445,15664,15878,16096,16218,16250,16297,16320,16334,16351,16366,16372,16352,16341,16355
"Population, female",SP.POP.TOTL.FE.IN,Greece,GRC,5421868,5450658,5472047,5487478,5504540,5525472,5547892,5568591,5590605,5613295,5628559,5627949,5605198,5571423,5540073,5508465,5489087,5480681,5471554,5467106,5456292,5391653,5323993,5297371
"Population, female",SP.POP.TOTL.FE.IN,Greenland,GRL,26141,26232,26381,26487,26587,26618,26562,26486,26399,26415,26717,26746,26741,26612,26546,26480,26525,26528,26462,26563,26657,26844,26909,27069
"Population, female",SP.POP.TOTL.FE.IN,Grenada,GRD,53397,53596,53697,53919,54297,54654,55015,55375,55736,56101,56477,56934,57486,58047,58606,59160,59709,60239,60748,61240,61746,62254,62717,63142
"Population, female",SP.POP.TOTL.FE.IN,Guam,GUM,78996,79644,80115,80486,80760,80945,81046,81088,81076,81020,81214,81624,82041,82418,82710,82982,83220,83401,83492,83522,83914,84655,85329,85960
"Population, female",SP.POP.TOTL.FE.IN,Guatemala,GTM,5829545,5972917,6113334,6249771,6385836,6521662,6656988,6791673,6925630,7058856,7191268,7324691,7457240,7590464,7723659,7856056,7987891,8119332,8250539,8380231,8509834,8639673,8767508,8892431
"Population, female",SP.POP.TOTL.FE.IN,Guinea,GIN,4227368,4295144,4371013,4468708,4565463,4660236,4760253,4870553,4987979,5109750,5235369,5364456,5495816,5630110,5769149,5914257,6064194,6216323,6370216,6527547,6687118,6846006,7005320,7167023
"Population, female",SP.POP.TOTL.FE.IN,Guinea-Bissau,GNB,630899,644242,658447,673448,689097,705396,722513,740644,759452,778729,798649,819438,841145,863505,886107,908728,931364,953800,976163,998712,1021222,1043505,1065706,1088101
"Population, female",SP.POP.TOTL.FE.IN,Guyana,GUY,380557,380591,380510,380574,380750,380652,380230,379546,378592,377375,375947,374340,374465,377010,380184,383410,386678,389970,399474,405932,407303,410932,412743,415010
"Population, female",SP.POP.TOTL.FE.IN,Haiti,HTI,4210027,4285558,4360349,4435711,4510238,4585537,4663269,4741167,4819071,4897538,4952137,5006574,5084975,5162748,5240216,5317590,5394724,5471873,5548683,5625310,5701407,5774718,5846285,5919066
"Population, female",SP.POP.TOTL.FE.IN,Honduras,HND,3292265,3381604,3471303,3560838,3650279,3739573,3828462,3916700,4003999,4090493,4176200,4261105,4345369,4429055,4512235,4595215,4678163,4761059,4844019,4927035,5008783,5087643,5165506,5246431
"Population, female",SP.POP.TOTL.FE.IN,"Hong Kong SAR, China",HKG,3380202,3419501,3450535,3459990,3503605,3535501,3574074,3619281,3654659,3676363,3717750,3756104,3808534,3833872,3871591,3915630,3945594,3976575,4009595,4040585,4028025,3994078,3961508,4068730
"Population, female",SP.POP.TOTL.FE.IN,Hungary,HUN,5351765,5342651,5330345,5317673,5307818,5297522,5288952,5281064,5271691,5262645,5249848,5231665,5200385,5183716,5167145,5151076,5132281,5114655,5101926,5092862,5077844,5055557,5013379,4979362
"Population, female",SP.POP.TOTL.FE.IN,Iceland,ISL,140457,142323,143668,144693,145804,147560,149906,152841,155939,157502,158077,158835,159816,161389,163141,164598,166298,169093,172511,175683,178482,181577,186202,191856
"Population, female",SP.POP.TOTL.FE.IN,India,IND,511410095,520679574,529978166,539178882,548274218,557161047,565762395,574185530,582492785,590747758,599047591,607376801,615647779,623809180,631697152,639323292,647012921,654607791,661854076,668786993,675389679,681060412,685992675,691776131
"Population, female",SP.POP.TOTL.FE.IN,Indonesia,IDN,106407480,107901551,109376745,110834579,112236510,113637675,115112096,116621886,118134983,119636496,121133510,122648363,124183204,125693504,127158711,128574643,129940374,131253454,132530163,133784436,134930389,135900714,136798063,137826291
"Population, female",SP.POP.TOTL.FE.IN,"Iran, Islamic Rep.",IRN,32308864,32888440,33228012,33525382,34033455,34551612,35065378,35569016,36059993,36554728,37072743,37559635,38062269,38640588,39405613,40336099,41105603,41715123,42283609,42772045,43155308,43496643,43835978,44170373
"Population, female",SP.POP.TOTL.FE.IN,Iraq,IRQ,12383050,12775683,13184691,13588897,13986188,14410735,14521163,14407413,14692161,15226676,15709180,16258743,16993544,17793123,18414828,18907546,19369155,19826367,20301429,20774818,21259406,21736184,22205751,22698062
"Population, female",SP.POP.TOTL.FE.IN,Ireland,IRL,1914541,1945018,1978879,2010956,2044797,2084299,2136262,2199181,2249608,2278484,2295311,2308722,2320880,2334273,2353302,2376011,2401916,2427413,2456754,2490220,2515614,2539135,2586107,2653866
"Population, female",SP.POP.TOTL.FE.IN,Isle of Man,IMN,38626,38974,39308,39629,39937,40248,40599,40970,41358,41778,42206,42470,42493,42423,42321,42179,42110,42173,42267,42350,42415,42528,42660,42763
"Population, female",SP.POP.TOTL.FE.IN,Israel,ISR,3189721,3264694,3329934,3389251,3448279,3508024,3568903,3631329,3695091,3783259,3850926,3919714,3989651,4061634,4137178,4216926,4297207,4378254,4460839,4544229,4622801,4699259,4790443,4887876
"Population, female",SP.POP.TOTL.FE.IN,Italy,ITA,29391838,29410285,29450615,29571065,29747782,29883545,29972190,30129102,30336005,30481038,30585093,30643856,30716299,31056458,31329027,31278411,31193971,31109769,31012809,30638263,30481007,30312143,30198875,30089777
"Population, female",SP.POP.TOTL.FE.IN,Jamaica,JAM,1318802,1324943,1331046,1337278,1343774,1350293,1356781,1362545,1367460,1372774,1378388,1384402,1390918,1397059,1402227,1406816,1410867,1413838,1415821,1417116,1420767,1424743,1424998,1424543
"Population, female",SP.POP.TOTL.FE.IN,Japan,JPN,64716290,64907199,65093948,65270637,65330634,65374871,65451729,65557955,65618491,65637199,65672237,65569426,65480007,65398896,65324683,65267090,65245704,65206949,65140618,65065286,64885399,64594414,64314912,64009039
"Population, female",SP.POP.TOTL.FE.IN,Jordan,JOR,2431055,2487807,2546539,2608615,2677114,2749640,2943988,3138903,3218236,3291871,3367031,3455782,3507157,3725930,4160394,4549538,4778803,4902957,5024293,5143079,5257947,5368123,5438953,5468070
"Population, female",SP.POP.TOTL.FE.IN,Kazakhstan,KAZ,7797373,7788399,7791988,7820478,7877124,7949338,8035070,8126518,8277191,8438381,8552136,8668254,8784512,8904870,9029051,9154229,9275967,9393051,9508427,9623458,9743042,9963421,10185836,10314585
"Population, female",SP.POP.TOTL.FE.IN,Kenya,KEN,15558445,16030683,16517681,17008340,17517645,18040263,18579218,19133373,19707234,20296096,20875000,21439190,21992229,22533107,23061826,23582948,24114618,24652004,25168522,25679257,26205082,26726429,27249938,27796386
"Population, female",SP.POP.TOTL.FE.IN,Kiribati,KIR,45145,46058,47053,48026,49015,50037,51046,52031,53046,54099,55156,56161,57103,58026,58943,59874,60836,61819,62820,63851,64968,66150,67289,68371
"Population, female",SP.POP.TOTL.FE.IN,"Korea, Dem. People's Rep.",PRK,11989032,12057001,12115395,12183636,12264788,12338331,12403291,12461285,12515075,12568332,12616337,12658695,12702791,12750473,12801961,12855212,12907056,12956390,13003192,13047566,13089212,13127524,13164298,13200116
"Population, female",SP.POP.TOTL.FE.IN,"Korea, Rep.",KOR,23385302,23577705,23737995,23885395,24005609,24081655,24228799,24368149,24570971,24715248,24852253,25034107,25137200,25224087,25356139,25466609,25566204,25654936,25783018,25889856,25938911,25914846,25876625,25908514
"Population, female",SP.POP.TOTL.FE.IN,Kosovo,XKX,887829,896894,901404,900225,899196,898226,897175,896134,895479,895444,896097,901130,905096,910703,908173,896017,890797,897635,900766,896722,897541,895801,886937,881015
"Population, female",SP.POP.TOTL.FE.IN,Kuwait,KWT,802091,822562,842457,861555,879585,915450,978402,1050213,1122360,1194588,1267716,1355253,1456439,1557776,1586002,1569671,1585277,1616950,1661345,1702878,1689384,1659419,1672926,1693808
